"","Year","ID1","code","ASAL","AvgTemp_MarMay","SDTemp_MarMay","Cum_DD_MarMay","HeatWDays_MarMay","MaxTemp_MarMay","AvgTemp_MarAug","SDTemp_MarAug","Cum_DD_MarAug","HeatWDays_MarAug","MaxTemp_MarAug","AvgTemp_OctDec","SDTemp_OctDec","Cum_DD_OctDec","HeatWDays_OctDec","MaxTemp_OctDec","SeasRain_MarMay","Prec2Months_MarMay","PrecStDev_MarMay","PrecCoefVar_MarMay","DrySpell_MarMay","DrSpell10_MarMay","DrSpell20_MarMay","MaxRain_MarMay","SeasRain_MarAug","Prec2Months_MarAug","PrecStDev_MarAug","PrecCoefVar_MarAug","DrySpell_MarAug","DrSpell10_MarAug","DrSpell20_MarAug","MaxRain_MarAug","SeasRain_OctDec","Prec2Months_OctDec","PrecStDev_OctDec","PrecCoefVar_OctDec","DrySpell_OctDec","DrSpell10_OctDec","DrSpell20_OctDec","MaxRain_OctDec","DrySpell4_MAM","DrySpell4_MAMJJA","DrySpell4_OND","HeatWDays_Mar","HeatWDays_Apr","HeatWDays_May","HeatWDays_Jun","HeatWDays_Jul","HeatWDays_Aug","HeatWDays_Sep","HeatWDays_Oct","HeatWDays_Nov","HeatWDays_Dec","DrySpell10_Mar","DrySpell4_Mar","DrySpell10_Apr","DrySpell4_Apr","DrySpell10_May","DrySpell4_May","DrySpell10_Jun","DrySpell4_Jun","DrySpell10_Jul","DrySpell4_Jul","DrySpell10_Aug","DrySpell4_Aug","DrySpell10_Sep","DrySpell4_Sep","DrySpell10_Oct","DrySpell4_Oct","DrySpell10_Nov","DrySpell4_Nov","DrySpell10_Dec","DrySpell4_Dec","name","Admin1","county","Admin2","Area","Yield","MT","west1","AvgTemp_OctDec_L1","SDTemp_OctDec_L1","Cum_DD_OctDec_L1","HeatWDays_OctDec_L1","MaxTemp_OctDec_L1","SeasRain_OctDec_L1","Prec2Months_OctDec_L1","PrecStDev_OctDec_L1","PrecCoefVar_OctDec_L1","DrySpell_OctDec_L1","DrSpell10_OctDec_L1","DrSpell20_OctDec_L1","MaxRain_OctDec_L1","DrySpell4_OND_L1","HeatWDays_Sep_L1","HeatWDays_Oct_L1","HeatWDays_Nov_L1","HeatWDays_Dec_L1","DrySpell10_Sep_L1","DrySpell4_Sep_L1","DrySpell10_Oct_L1","DrySpell4_Oct_L1","DrySpell10_Nov_L1","DrySpell4_Nov_L1","DrySpell10_Dec_L1","DrySpell4_Dec_L1"
"19-2000","2000","19",51361,1,28.9,0.9,2276.7,0.1,32.1,27.5,1.6,4672.2,0.1,31.3,28.4,0.7,2572.5,0,32.1,139,78,5.1,3.7,30,2.7,1.4,36.8,185.7,78,3.8,4.7,69.3,4,2.3,36.8,153.2,122.1,5.3,3.3,29.7,2.6,1.1,36.9,4.9,8.8,5.1,0.1,0,0,0,0,0,0,0,0,0,1.2,1.7,0.9,1.8,0.8,1.7,0.7,1.8,0.9,1.6,1,1.8,1,2,1,1.9,0.9,1.5,1.2,2.5,"Garissa","North Eastern","Garissa","Garissa",380,0.6,229.86,0,27.4,0.8,2522.2,0,31.9,256.9,198.4,6.6,2.6,20,2.5,0.4,35,6,0,0,0,0,1,2.5,1.1,2.9,0.4,1.6,0.9,2.3
"19-2001","2001","19",51361,1,28.9,0.8,2283.2,2,33.4,27.5,1.6,4683.6,2,31.6,28.1,0.6,2569.6,0.3,32.9,180,107.6,6.9,3.3,27.7,2.1,1.3,52.2,226.7,107.6,5,4.1,61.9,3.8,1.7,52.2,224.4,186.9,8.3,3.5,22.1,2.7,0.9,57.6,5.2,9.1,7.1,1.3,0.7,0,0,0,0,0,0.3,0,0,1,1.2,0.2,2.3,0.9,2.1,0.7,1.6,0.8,2.4,1,1.6,1,2.3,1.1,2,0.2,3.1,1.4,2.3,"Garissa","North Eastern","Garissa","Garissa",180,0.51,92.52,0,28.4,0.7,2572.5,0,32.1,153.2,122.1,5.3,3.3,29.7,2.6,1.1,36.9,5.1,0,0,0,0,1,2,1,1.9,0.9,1.5,1.2,2.5
"19-2002","2002","19",51361,1,28.9,1.3,1970.8,3,33.6,27.5,1.7,4376.4,3,32,27.8,0.9,2550.6,0,32.2,215.9,164.7,6.4,2.8,24.5,2.1,1,43.8,290.5,164.7,5.7,3.9,59.6,3.8,1.9,54.3,260.6,175.3,7.9,2.8,20.2,2.5,0.8,45.7,4.9,8.5,6.5,1.9,0.9,0,0,0,0,0,0,0,0,1.1,1.7,0.3,1.2,0.7,2,1,1.7,1,2.5,0.8,1.6,0.7,2.8,1,1.7,0.4,2,0.8,2.7,"Garissa","North Eastern","Garissa","Garissa",180,0.58,105,0,28.1,0.6,2569.6,0.3,32.9,224.4,186.9,8.3,3.5,22.1,2.7,0.9,57.6,7.1,0,0.3,0,0,1,2.3,1.1,2,0.2,3.1,1.4,2.3
"19-2003","2003","19",51361,1,29.3,1.1,1826.5,3.1,33.6,27.9,1.7,4260,3.1,31.9,28,0.6,2575.7,0,32.4,235.1,120.3,8.1,3.3,25.8,2.9,1.5,54.2,291.2,120.3,6.1,4.2,58.7,4.7,2.3,54.4,237.7,203.9,7.8,3.1,22,2.5,1.5,51.1,4.4,8.5,5.2,1.8,1.3,0,0,0,0,0,0,0,0,1,1.2,0.9,1.7,0.9,1.4,0.8,1.8,0.8,2.1,1.1,1.7,0.8,2.4,1,1.6,0.5,1.7,1,1.8,"Garissa","North Eastern","Garissa","Garissa",788,0.89,704,0,27.8,0.9,2550.6,0,32.2,260.6,175.3,7.9,2.8,20.2,2.5,0.8,45.7,6.5,0,0,0,0,0.7,2.8,1,1.7,0.4,2,0.8,2.7
"19-2004","2004","19",51361,1,29.1,0.8,2230.5,3.7,33.6,27.6,1.6,4642.3,3.7,32,28,0.7,2577.2,0,31.6,107.9,80.2,3.4,3.1,28.2,2,1,22.2,212.3,80.2,5.4,4.8,61.2,3.8,1.7,55.6,248.6,199,8.2,3.1,21.6,2.8,0.8,47.2,6,10.3,6.8,2.8,1.1,0,0,0,0,0,0,0,0,1,1.8,0.1,2.7,0.8,1.9,0.9,2,0.8,2.3,1,1.5,1.5,1.8,1,2.4,0.4,2.7,1,1.9,"Garissa","North Eastern","Garissa","Garissa",280,0.74,208,0,28,0.6,2575.7,0,32.4,237.7,203.9,7.8,3.1,22,2.5,1.5,51.1,5.2,0,0,0,0,0.8,2.4,1,1.6,0.5,1.7,1,1.8
"19-2005","2005","19",51361,1,29.5,1,1775.7,1.8,33.1,28,1.8,4209.7,1.8,32,28.3,0.5,2600,0.4,32.5,165.4,77.4,6.6,3.7,25,3.2,0.8,47.1,237,77.4,5.3,4.6,52.3,5.1,1.9,47.9,107.9,98.1,4.5,4,23.8,2.9,1.3,31.7,5.9,9.9,6.6,1.4,1.1,0,0,0,0,0,0.4,0,0,1.2,2.5,0.8,2.2,1,1.5,0.8,1.5,1,1.8,1.1,2,0.9,1.8,1,2.9,0.5,2.7,1,1.8,"Garissa","North Eastern","Garissa","Garissa",525,0.72,376.24,0,28,0.7,2577.2,0,31.6,248.6,199,8.2,3.1,21.6,2.8,0.8,47.2,6.8,0,0,0,0,1.5,1.8,1,2.4,0.4,2.7,1,1.9
"19-2006","2006","19",51361,1,29,0.9,2176.9,2.8,33.5,27.8,1.4,4633.4,2.8,31.8,27.5,0.6,2534.6,0.3,32.6,224.2,146.2,7.6,3.2,22.3,2.5,0.4,53.2,295.8,146.2,5.8,4.1,60.2,4.2,1.5,54.8,442.8,360.2,10.1,2.2,15.7,2.2,0.2,51.5,6.1,9.7,6.1,2.1,0.7,0,0,0,0,0,0.3,0,0,1.3,2.5,0.3,1.8,1,1.9,0.7,1.8,1.1,2.3,0.9,1.6,1,1.4,1.1,2.2,0,1.5,1.1,2.4,"Garissa","North Eastern","Garissa","Garissa",670,0.27,180.92,0,28.3,0.5,2600,0.4,32.5,107.9,98.1,4.5,4,23.8,2.9,1.3,31.7,6.6,0,0.4,0,0,0.9,1.8,1,2.9,0.5,2.7,1,1.8
"19-2007","2007","19",51361,1,29.5,0.8,1737.4,1.7,33,28.2,1.6,4204.2,1.7,31.9,27.8,0.5,2553.4,0,30.6,216.1,78.6,7.9,3.2,25.1,2.5,1,55.5,266.8,78.6,5.8,4.1,59.5,4.5,1.6,55.5,207.6,171.5,7.8,3.5,20.6,3,1.1,59,5.5,9.3,5.8,1.6,0.1,0,0,0,0,0,0,0,0,0.8,2.7,0.8,2,1.1,1.7,0.8,1.4,1.2,1.8,1.2,2,0.9,1.5,1,2.1,0.6,2.4,1,1.9,"Garissa","North Eastern","Garissa","Garissa",990,0.43,422.16,0,27.5,0.6,2534.6,0.3,32.6,442.8,360.2,10.1,2.2,15.7,2.2,0.2,51.5,6.1,0,0.3,0,0,1,1.4,1.1,2.2,0,1.5,1.1,2.4
"19-2008","2008","19",51361,1,28.5,1,2425.3,2.4,33.5,27.3,1.4,4836.4,2.4,32.1,28.5,0.7,2574.9,0.1,32.5,247.6,149.6,7.5,2.7,23,2.4,0.6,50.7,296.9,149.6,5.5,3.6,60.3,4.3,1.1,50.7,167.4,157.2,5.9,3.3,26.5,2.8,1.2,34.7,4.6,8.5,5.6,1.5,0.9,0,0,0,0,0,0,0,0.1,0.9,1.6,0.5,1.6,0.7,1.9,0.8,2,1.2,2.1,1.1,1.5,1.1,1.4,0.9,2.8,0.9,1.7,1.1,1.8,"Garissa","North Eastern","Garissa","Garissa",1050.6,0.36,378.26,0,27.8,0.5,2553.4,0,30.6,207.6,171.5,7.8,3.5,20.6,3,1.1,59,5.8,0,0,0,0,0.9,1.5,1,2.1,0.6,2.4,1,1.9
"19-2009","2009","19",51361,1,29.5,0.9,1725.3,2.6,33.3,28.2,1.5,4204.2,2.6,31.9,28.3,0.8,2599.3,0,31.9,124.1,63.4,4.7,3.5,29.6,2.5,1.6,32.9,178.7,63.4,3.9,4.3,64.5,3.9,2.2,34.9,301.3,217.7,9.6,3,18.8,2.9,0.5,59.9,6,9.5,6.3,2.3,0.3,0,0,0,0,0,0,0,0,1,1,0.4,3.7,1.1,1.6,0.8,1.6,0.9,1.9,1,1.5,1.1,2.2,0.9,2.2,1,1.3,1,2.4,"Garissa","North Eastern","Garissa","Garissa",375,0.24,90.72,0,28.5,0.7,2574.9,0.1,32.5,167.4,157.2,5.9,3.3,26.5,2.8,1.2,34.7,5.6,0,0,0,0.1,1.1,1.4,0.9,2.8,0.9,1.7,1.1,1.8
"19-2010","2010","19",51361,1,29,0.7,2367.6,1.4,33.5,27.9,1.4,4825.8,1.5,32.3,28.5,0.5,2590.4,0.9,33.3,308.9,202.3,8.4,2.6,20.6,1.7,0.7,54,386.9,202.3,6.6,3.4,49.3,3.3,1,56.5,130.8,104.6,4.9,3.5,22.8,2.9,0.9,34.3,6,10.2,5.7,0.8,0.6,0,0.1,0,0,0,0.4,0.2,0.4,0,2.5,0.6,2,1,1.5,0.6,1.8,0.8,2.3,1.1,1.9,1,2.3,1,1.7,0.3,2.5,1,2,"Garissa","North Eastern","Garissa","Garissa",612,0.21,131.4,0,28.3,0.8,2599.3,0,31.9,301.3,217.7,9.6,3,18.8,2.9,0.5,59.9,6.3,0,0,0,0,1.1,2.2,0.9,2.2,1,1.3,1,2.4
"19-2011","2011","19",51361,1,29.5,0.7,1840.6,4.1,34.6,28.4,1.3,4352.2,4.1,33.2,27.8,0.7,2556.5,0.3,32.2,128.7,79.4,3.7,3.2,27,2.7,0.9,25.4,175.5,79.4,2.9,4.1,64.8,4.5,1.2,25.4,376.4,321.4,8.8,2.2,18.3,2.2,0.3,49.1,5.7,9.1,5.4,2.3,2.1,0.4,0,0,0,0.1,0.3,0,0,1.2,2.2,0.7,1.9,0.7,2.3,0.9,1.6,1.3,2,1.1,1.6,1,2.2,1,2,0.1,1.6,1,1.8,"Garissa","North Eastern","Garissa","Garissa",518,0.41,212.85,0,28.5,0.5,2590.4,0.9,33.3,130.8,104.6,4.9,3.5,22.8,2.9,0.9,34.3,5.7,0,0.4,0.2,0.4,1,2.3,1,1.7,0.3,2.5,1,2
"19-2012","2012","19",51361,1,29.2,0.8,2153.6,4.3,34.4,28,1.4,4618.8,4.3,32.9,28.4,0.7,2589.3,1.5,33.4,104.1,52,4.1,3.6,34.3,2.6,1.5,28,144.2,52,3.2,4.4,69.3,4.1,2.2,28.7,236.8,171.9,7.1,2.9,16.4,2.7,0.2,40.9,4.9,8.6,7.5,1.8,2.9,0.4,0,0,0,0.4,0.4,0.3,0.9,1,1.5,1.1,2.5,1.1,2,0.9,1.5,1.1,2.2,1.1,1.9,1.4,2.1,1.5,2.6,0.7,2.1,0.4,2.7,"Garissa","North Eastern","Garissa","Garissa",433,0.96,416.98,0,27.8,0.7,2556.5,0.3,32.2,376.4,321.4,8.8,2.2,18.3,2.2,0.3,49.1,5.4,0.1,0.3,0,0,1,2.2,1,2,0.1,1.6,1,1.8
"19-2013","2013","19",51361,1,28.8,1.2,2128,2.6,33.4,27.5,1.6,4539.9,2.6,32,28.4,0.5,2603.4,0.5,33.2,273,194.9,7.4,2.5,24.6,2,0.6,44.2,314.8,194.9,5.5,3.4,62.6,3.4,1,44.2,158.2,116.5,4.8,2.9,23.5,2.3,1.2,29.1,5.9,10.1,7,2.4,0.3,0,0,0,0,0,0,0.2,0.3,0.6,2.2,0.5,1.8,1,2.1,0.7,1.5,0.9,2.4,0.9,1.7,0.9,2.1,1.1,1.9,0.1,3.2,1,2.3,"Garissa","North Eastern","Garissa","Garissa",205,0.98,201.11,0,28.4,0.7,2589.3,1.5,33.4,236.8,171.9,7.1,2.9,16.4,2.7,0.2,40.9,7.5,0.4,0.4,0.3,0.9,1.4,2.1,1.5,2.6,0.7,2.1,0.4,2.7
"19-2014","2014","19",51361,1,29,0.9,2257.7,4.1,33.7,28,1.2,4747.5,4.1,32.5,28.7,0.7,2555.2,1.6,33.5,270.7,163.9,10.2,3.5,22.7,2.4,0.5,70.7,324,163.9,7.4,4.6,58.8,3.8,1.1,70.7,209.2,169.8,6.7,3.1,21.2,2.5,0.9,42.6,6.8,11.9,7,3.1,1.1,0,0,0,0,0,0.7,0.6,0.3,1.1,2.8,0.6,2.3,0.8,2.1,0.6,1.6,0.9,2.8,0.9,2,1,2.4,1,2.8,0.2,2.1,1,2,"Garissa","North Eastern","Garissa","Garissa",245,0.82,200.66,0,28.4,0.5,2603.4,0.5,33.2,158.2,116.5,4.8,2.9,23.5,2.3,1.2,29.1,7,0,0,0.2,0.3,0.9,2.1,1.1,1.9,0.1,3.2,1,2.3
"21-1981","1981","21",51363,1,26.4,1.3,2339.8,1.2,32.6,25.5,1.3,4608.2,1.2,31.1,26.3,0.7,2421.4,0.3,30.8,379.2,325.2,7.8,1.9,25.8,1,0.9,44.7,388.4,325.2,5.9,2.8,70.7,2.8,2.2,44.7,55.3,47.5,2.2,3.7,30,3.1,1.2,15.1,5.3,7.8,5.4,0.7,0.5,0,0,0,0,0,0,0,0.3,0,1.9,0,2.1,1,1.1,1,1,1.2,1.8,1,2.3,1.1,1.2,1.1,2.4,0.8,2.6,1.3,1.5,"Mandera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21-1982","1982","21",51363,1,27.2,1.3,2321.9,1.6,32.4,26.1,1.5,4627,1.6,30.9,25.6,0.6,2352.9,0,31.2,202.1,122.9,5,2.3,28.8,1.5,1,24.4,208.2,122.9,3.7,3.3,55.2,4.2,2.9,24.4,209.7,198.7,5.5,2.4,23.2,2.7,0.7,27.3,5.4,7.5,6,1.1,0.5,0,0,0,0,0,0,0,0,1,1,0,1.3,0.5,2.8,1,1,1.1,1.8,1.2,1.5,1,1,0.2,2,1,1.9,1.4,2,"Mandera","North Eastern","Mandera","Mandera",950,0.9,855,0,26.3,0.7,2421.4,0.3,30.8,55.3,47.5,2.2,3.7,30,3.1,1.2,15.1,5.4,0,0,0,0.3,1.1,1.2,1.1,2.4,0.8,2.6,1.3,1.5
"21-1983","1983","21",51363,1,28.1,1.4,2080.1,2.4,33,26.8,1.6,4431.9,2.4,31.7,26.7,0.6,2453.8,0,31.5,123.5,70,4.7,3.5,31.1,2.8,1.1,28.5,129.6,70,3.4,4.8,71.6,4.6,2.6,28.5,59.7,49.8,2.3,3.6,26.3,2.7,1.5,15.5,5.8,8,6.6,2,0.7,0,0,0,0,0,0,0,0,1,1.1,1,1.9,1,2.9,1,1,1,1.6,1,1.8,1.2,1.2,1,2,0.8,1.8,1,1.4,"Mandera","North Eastern","Mandera","Mandera",425.3,0.44,189.25,0,25.6,0.6,2352.9,0,31.2,209.7,198.7,5.5,2.4,23.2,2.7,0.7,27.3,6,0,0,0,0,1,1,0.2,2,1,1.9,1.4,2
"21-1984","1984","21",51363,1,27.6,1.2,2277.4,1.8,32.5,26.1,1.8,4543.7,1.8,31,25.9,0.5,2387.1,0,31.2,83.3,64.4,3.4,3.8,20.5,3.7,0.7,23.1,87.1,64.4,2.4,5.2,87.1,4.4,2.2,23.1,78.2,63.2,3.3,4,25.4,3.2,1.8,22.8,5.4,6.2,5.8,1.2,0.8,0,0,0,0,0,0,0,0,1.2,2,0.6,2.6,2,2,1,1,1.1,1.5,1,1.1,1,1.2,1,2.1,1.2,2.6,1,2.1,"Mandera","North Eastern","Mandera","Mandera",645,1.52,978.5,0,26.7,0.6,2453.8,0,31.5,59.7,49.8,2.3,3.6,26.3,2.7,1.5,15.5,6.6,0,0,0,0,1.2,1.2,1,2,0.8,1.8,1,1.4
"21-1985","1985","21",51363,1,26.5,1.4,2389.2,1.7,31.9,25.5,1.5,4636.6,1.7,30.6,26.1,0.7,2398.4,0.3,31.3,230.6,177.7,5.5,2.2,20.5,2,0.6,31,235.8,177.7,4.1,3.2,82.5,3,1.9,31,75.7,67,3.1,3.8,26,2.4,1.4,21.9,6,7.2,7.4,1.2,0.5,0,0,0,0,0,0,0,0.3,1,1.5,0,2,1,2.5,1,1,1,1.1,1.2,1.8,1,1.3,0.5,3.1,0.9,2.2,1,2.1,"Mandera","North Eastern","Mandera","Mandera",1113,0.45,506,0,25.9,0.5,2387.1,0,31.2,78.2,63.2,3.3,4,25.4,3.2,1.8,22.8,5.8,0,0,0,0,1,1.2,1,2.1,1.2,2.6,1,2.1
"21-1986","1986","21",51363,1,27.2,1.3,2289.4,1.2,32.5,25.9,1.7,4550.6,1.2,30.9,26.5,0.7,2438.3,0.8,31.7,167.9,140.9,4.9,2.7,22.9,2.5,0.9,27.9,175,140.9,3.6,3.8,67.1,4.4,2.2,27.9,94.7,80.7,4,4,24.4,3.4,1,29.1,6,8.5,5.7,1,0.3,0,0,0,0,0,0,0,0.8,1.2,2.6,0.1,2.1,0.9,2.2,1,1,1.2,1.5,1.3,1.8,1,1,0.9,2.6,1,3.1,1,1.8,"Mandera","North Eastern","Mandera","Mandera",1216,0.44,538.07,0,26.1,0.7,2398.4,0.3,31.3,75.7,67,3.1,3.8,26,2.4,1.4,21.9,7.4,0,0,0,0.3,1,1.3,0.5,3.1,0.9,2.2,1,2.1
"21-1987","1987","21",51363,1,28.1,1.5,2035.1,2.9,33.3,26.6,1.9,4338,2.9,31.5,27.1,0.6,2485.3,0.8,32.2,235.1,115.1,6.5,2.6,16.2,2.9,0,36.2,242.1,115.1,4.7,3.6,74.7,4.6,1.4,36.2,60.1,52.7,2.8,4.3,27.6,3.3,1.4,20.6,6.9,8.5,6.3,1.8,1.4,0,0,0,0,0,0,0,0.8,1.6,2.6,0.5,2.2,0.6,2.6,1,1,1,1.2,1.4,2,1.1,1.2,1.4,2.4,1,3,1,1.6,"Mandera","North Eastern","Mandera","Mandera",1216,0.56,684.07,0,26.5,0.7,2438.3,0.8,31.7,94.7,80.7,4,4,24.4,3.4,1,29.1,5.7,0,0,0,0.8,1,1,0.9,2.6,1,3.1,1,1.8
"21-1988","1988","21",51363,1,27.6,1.4,2201.2,2.3,33,26.5,1.6,4538.6,2.3,31.8,26.2,0.6,2409.8,0.8,31.7,218.9,205.5,5.5,2.3,23.9,2.5,0.8,29.1,223.4,205.5,4.1,3.3,81.7,3.9,2,29.1,64.6,48.8,2.4,3.5,25.5,3.8,0.9,14.9,4.4,5.5,6.4,2,0.5,0,0,0,0,0,0.3,0,0.5,1,1.5,0.1,1.4,1,1.9,1.1,1.1,1,1.4,1,1.1,1.3,1.3,1.2,2.7,1.8,2.3,1.3,1.9,"Mandera","North Eastern","Mandera","Mandera",1874,0.23,431,0,27.1,0.6,2485.3,0.8,32.2,60.1,52.7,2.8,4.3,27.6,3.3,1.4,20.6,6.3,0,0,0,0.8,1.1,1.2,1.4,2.4,1,3,1,1.6
"21-1989","1989","21",51363,1,26.7,1.4,2346,1.5,32.1,25.6,1.6,4603.4,1.5,30.8,25.9,0.7,2382.7,0.8,31.7,215.9,142.6,6.8,2.9,22.6,2.5,1.1,41.3,221,142.6,5,4.2,80.5,3.5,2.5,41.3,128.1,109.6,4.9,3.6,26.4,3,1.7,34.7,7.2,8.9,6.2,1.2,0.3,0,0,0,0,0,0,0,0.8,1.1,1.8,0.3,3.2,1,2,1,1,1.5,1.5,1,2,1,1.2,1,2.3,0.4,3.7,1,2,"Mandera","North Eastern","Mandera","Mandera",1874,0.21,393,0,26.2,0.6,2409.8,0.8,31.7,64.6,48.8,2.4,3.5,25.5,3.8,0.9,14.9,6.4,0,0.3,0,0.5,1.3,1.3,1.2,2.7,1.8,2.3,1.3,1.9
"21-1990","1990","21",51363,1,26.5,1,2425.8,1,31.6,25.7,1.2,4712.1,1,30.7,25.9,0.8,2385.2,0.3,31.2,243.2,226.7,5.8,2.2,20.6,1.6,0.6,30.8,246.5,226.7,4.3,3.2,89,2.7,1.5,30.8,124.4,97.9,6.6,4.9,31.4,3.8,1.2,57.4,5.9,7.3,4.5,1,0,0,0,0,0,0,0,0,0.3,0.4,2.5,0,1.6,1,2,1,1,1,1.3,1.2,1.6,1,1,1.8,2.2,1,1.2,1.1,1.7,"Mandera",NA,NA,NA,NA,NA,NA,NA,25.9,0.7,2382.7,0.8,31.7,128.1,109.6,4.9,3.6,26.4,3,1.7,34.7,6.2,0,0,0,0.8,1,1.2,1,2.3,0.4,3.7,1,2
"21-1991","1991","21",51363,1,27.5,1.2,2281.6,3,33,26,1.8,4533.1,3,31,26.6,0.8,2451.5,1.8,32.2,180.7,130.4,5.4,2.8,14.2,2.6,0,30.1,195.5,130.4,4,3.7,50.5,5,2,30.1,63.5,43.6,2.4,3.5,22.5,3.2,0.8,15.3,8.1,10.2,7,2.3,0.7,0,0,0,0,0,0.8,0,0.8,1.8,2.6,0.2,2.4,0.5,3,1,1,0.8,2.4,1.1,1.6,1,1.1,1.2,2.6,0.7,3.7,1,1.7,"Mandera",NA,NA,NA,NA,NA,NA,NA,25.9,0.8,2385.2,0.3,31.2,124.4,97.9,6.6,4.9,31.4,3.8,1.2,57.4,4.5,0,0,0,0.3,1,1,1.8,2.2,1,1.2,1.1,1.7
"21-1992","1992","21",51363,1,28,1.2,2175.4,2.3,33.4,26.5,1.8,4478.2,2.3,31.6,26.3,0.7,2416,0.3,31.7,120.5,103,4.3,3.3,21,2.8,1,27.5,125.2,103,3.1,4.6,74.7,4.4,2.1,27.5,142.7,98.9,4.9,3.2,18.1,3.4,0.2,30.5,7,9.5,6.6,1.6,0.9,0,0,0,0,0,0,0,0.3,1,2.2,0.7,2.7,0.8,2.4,1,1,1.1,1.5,1.1,1.6,1,1.5,0.9,2.6,0.9,2.1,0.9,2.5,"Mandera","North Eastern","Mandera","Mandera",824,1.27,1048.95,0,26.6,0.8,2451.5,1.8,32.2,63.5,43.6,2.4,3.5,22.5,3.2,0.8,15.3,7,0,0.8,0,0.8,1,1.1,1.2,2.6,0.7,3.7,1,1.7
"21-1993","1993","21",51363,1,27.1,1.3,2352.7,2,32.7,25.8,1.7,4601.4,2,31.1,26.2,0.6,2413.6,0.8,31.9,204,94.8,6.2,2.8,20.5,2.8,0.5,35.7,208.1,94.8,4.5,4,84.8,3.5,2,35.7,82,75.6,4.4,5,29.9,3.2,1.7,36,6.6,7.7,4.6,1.6,0.4,0,0,0,0,0,0,0,0.8,1.3,2.3,0.5,2.3,1,1.8,1,1.2,1.1,1.3,1,1.5,1,1.1,1,1.5,1,1.5,1.2,2.2,"Mandera","North Eastern","Mandera","Mandera",320,0.33,107,0,26.3,0.7,2416,0.3,31.7,142.7,98.9,4.9,3.2,18.1,3.4,0.2,30.5,6.6,0,0,0,0.3,1,1.5,0.9,2.6,0.9,2.1,0.9,2.5
"21-1994","1994","21",51363,1,27.6,1.5,2183.8,2.6,33.4,26.3,1.8,4484.9,2.6,31.7,25.6,0.9,2355.9,0,30.8,140,101.9,4.1,2.7,18.9,2.9,0.6,24.5,145.9,101.9,3,3.7,72.2,4.4,2.1,24.5,200.9,185.7,5.5,2.6,21.1,2.3,0.5,28.3,6.8,8.8,6.9,2.2,0.7,0,0,0,0,0.3,0,0,0,1.2,2.4,0.1,2.8,1.1,2.5,1.2,1.2,1.1,1.3,1.1,1.8,1.1,1.1,0.5,2.7,0.1,2.6,1.1,2.1,"Mandera","North Eastern","Mandera","Mandera",247,0.48,118,0,26.2,0.6,2413.6,0.8,31.9,82,75.6,4.4,5,29.9,3.2,1.7,36,4.6,0,0,0,0.8,1,1.1,1,1.5,1,1.5,1.2,2.2
"21-1995","1995","21",51363,1,27.2,1,2361.4,1.3,32.4,26.2,1.3,4684,1.3,31.3,26.2,0.8,2412.1,0.5,31.7,196.7,177.9,5.7,2.7,20.3,2.3,1,30.4,204.5,177.9,4.2,3.8,64,4.5,2.8,30.4,106.1,91.4,4.2,3.8,22.9,3.6,1.3,30.1,5.8,8.6,7.4,1.3,0.3,0,0,0,0,0,0.3,0,0.3,0.3,3.6,0.4,1.5,1,1.5,1,1,1,1.8,1.1,1.7,1.1,1.1,1,2.1,0.2,3.5,1.9,2.6,"Mandera","North Eastern","Mandera","Mandera",144,0.66,94.32,0,25.6,0.9,2355.9,0,30.8,200.9,185.7,5.5,2.6,21.1,2.3,0.5,28.3,6.9,0.3,0,0,0,1.1,1.1,0.5,2.7,0.1,2.6,1.1,2.1
"21-1996","1996","21",51363,1,27.2,1.1,2343.2,2.1,32.5,26,1.6,4620.4,2.1,30.9,26.6,0.8,2439.2,0,31.9,167.1,135.1,5.7,3.1,18.7,3.4,0.3,35.1,171.9,135.1,4.1,4.4,75.5,4.7,1.7,35.1,74.4,66.5,3.4,4.2,28.7,3.1,1.5,25.6,7.1,8.9,6.3,1.7,0.7,0,0,0,0,0,0,0,0,1,2.7,0.1,3.8,1.4,2.4,1,1.1,1.1,1.6,1.1,1.7,1,1.2,0.9,3.4,1,2.6,1.4,1.8,"Mandera","North Eastern","Mandera","Mandera",442,0.66,293,0,26.2,0.8,2412.1,0.5,31.7,106.1,91.4,4.2,3.8,22.9,3.6,1.3,30.1,7.4,0,0.3,0,0.3,1.1,1.1,1,2.1,0.2,3.5,1.9,2.6
"21-1997","1997","21",51363,1,26.9,1.6,2260.8,1.4,32,26.2,1.4,4611.7,1.4,31.1,24.9,1,2287.1,0,29.3,264,239.8,6.6,2.3,29.9,2,1.9,33.4,268.9,239.8,4.9,3.3,91.8,3.2,2.4,33.4,528.4,472,9.4,1.6,17.4,1,0.3,41.3,3,4.7,5.2,1.4,0,0,0,0,0,0.3,0,0,0,1,1.1,0,0.8,1,1,1.2,1.2,1.1,1.4,1.3,1.9,1,1.2,0,1,0.1,1.5,0.9,2.1,"Mandera",NA,NA,NA,NA,NA,NA,NA,26.6,0.8,2439.2,0,31.9,74.4,66.5,3.4,4.2,28.7,3.1,1.5,25.6,6.3,0,0,0,0,1,1.2,0.9,3.4,1,2.6,1.4,1.8
